year_of_exercise,product_name,product_brand,material_id_code,material_description,business_division,site
2025,Zolvarin,Zolvarin,MAT-20056,Inbound Ocean Freight - Container,Vaccines,Kingsley Site
2026,Dermafyx,Dermafyx,MAT-20085,Aseptic Fill & Finish Service,Specialty Care,Northfield Site
2025,Norvelin,Norvelin,MAT-20002,Synthetic Peptide Concentrate,Vaccines,Meadowbrook Site
2024,Calmera,Calmera,MAT-20051,Custom Synthesis Batch,Pharmaceuticals,Clearwater Site
2026,Yenzura,Yenzura,MAT-20072,Ethanol (Pharma Grade),Pharmaceuticals,Rivermill Site
2025,Sentrivax,Sentrivax,MAT-20021,Inbound Road Freight - Pallet,Vaccines,Bridgeholm Site
2025,Florivex,Florivex,MAT-20065,Clinical Trial Kit,Pharmaceuticals,Bridgeholm Site
2024,Glucovex,Glucovex,MAT-20038,Methylparaben,Pharmaceuticals,Ashford Site
2026,Xantivo,Xantivo,MAT-20008,Glass Vial 2ml,Pharmaceuticals,Ashford Site
2026,Lumivax,Lumivax,MAT-20114,Reusable Shipping Tote,Consumer Healthcare,Kingsley Site
2025,Quilava,Quilava,MAT-20013,Patient Information Leaflet,Specialty Care,Kingsley Site
2024,Ulvatrix,Ulvatrix,MAT-20008,Glass Vial 2ml,Vaccines,Eastgate Site
2025,Dermafyx,Dermafyx,MAT-20066,Ibuprofen API,Pharmaceuticals,Meadowbrook Site
2025,Sentrivax,Sentrivax,MAT-20112,Patient Information Leaflet,Specialty Care,Fenwick Site
2026,Renovex,Renovex,MAT-20043,Prefilled Syringe 2.25ml,Pharmaceuticals,Northfield Site
2024,Ostreva,Ostreva,MAT-20126,Filling Line Spare Parts,Vaccines,Fenwick Site
2024,Ostreva,Ostreva,MAT-20083,Fermentation Batch Service,Specialty Care,Solaris Park Site
2024,Dermafyx,Dermafyx,MAT-20039,Ethanol (Pharma Grade),Consumer Healthcare,Fenwick Site
2024,Pulmatrix,Pulmatrix,MAT-20099,Ibuprofen API,Pharmaceuticals,Clearwater Site
2025,Ulvatrix,Ulvatrix,MAT-20025,Cold Storage - Warehouse Pallet Slot,Specialty Care,Solaris Park Site
2026,Quilava,Quilava,MAT-20013,Patient Information Leaflet,Pharmaceuticals,Rivermill Site
2024,Torvexa,Torvexa,MAT-20086,Contract Packaging Service,Pharmaceuticals,Clearwater Site
2024,Renovex,Renovex,MAT-20045,Corrugated Shipping Box,Pharmaceuticals,Solaris Park Site
2024,Vezanta,Vezanta,MAT-20093,Filling Line Spare Parts,Pharmaceuticals,Clearwater Site
2025,Quilava,Quilava,MAT-20075,PVC Blister Pack,Vaccines,Rivermill Site
2024,Norvelin,Norvelin,MAT-20138,Isopropyl Alcohol,Vaccines,Clearwater Site
2024,Dermafyx,Dermafyx,MAT-20066,Ibuprofen API,Specialty Care,Kingsley Site
2025,Renovex,Renovex,MAT-20094,HPLC Consumable Kit,Pharmaceuticals,Northfield Site
2026,Kaldrin,Kaldrin,MAT-20035,Synthetic Peptide Concentrate,Pharmaceuticals,Solaris Park Site
2026,Quilava,Quilava,MAT-20075,PVC Blister Pack,Consumer Healthcare,Meadowbrook Site
2026,Mendovia,Mendovia,MAT-20114,Reusable Shipping Tote,Vaccines,Fenwick Site
2025,Xantivo,Xantivo,MAT-20071,Sodium Benzoate,Pharmaceuticals,Eastgate Site
2025,Quilava,Quilava,MAT-20075,PVC Blister Pack,Vaccines,Eastgate Site
2025,Lumivax,Lumivax,MAT-20084,Custom Synthesis Batch,Specialty Care,Meadowbrook Site
2026,Calmera,Calmera,MAT-20036,Microcrystalline Cellulose,Consumer Healthcare,Bridgeholm Site
2026,Calmera,Calmera,MAT-20051,Custom Synthesis Batch,Specialty Care,Clearwater Site
2024,Florivex,Florivex,MAT-20061,HPLC Consumable Kit,Vaccines,Solaris Park Site
2024,Norvelin,Norvelin,MAT-20040,Water for Injection,Specialty Care,Solaris Park Site
2026,Torvexa,Torvexa,MAT-20012,Folding Carton,Consumer Healthcare,Meadowbrook Site
2024,Dermafyx,Dermafyx,MAT-20011,HDPE Bottle 100ml,Consumer Healthcare,Solaris Park Site
2025,Dermafyx,Dermafyx,MAT-20039,Ethanol (Pharma Grade),Vaccines,Northfield Site
2024,Ulvatrix,Ulvatrix,MAT-20046,Patient Information Leaflet,Specialty Care,Kingsley Site
2026,Norvelin,Norvelin,MAT-20008,Glass Vial 2ml,Consumer Healthcare,Kingsley Site
2026,Brenzolix,Brenzolix,MAT-20105,Isopropyl Alcohol,Specialty Care,Meadowbrook Site
2026,Mendovia,Mendovia,MAT-20020,Contract Packaging Service,Specialty Care,Eastgate Site
2025,Vezanta,Vezanta,MAT-20113,Pressure-sensitive Label,Vaccines,Rivermill Site
2025,Pulmatrix,Pulmatrix,MAT-20021,Inbound Road Freight - Pallet,Consumer Healthcare,Rivermill Site
2025,Ostreva,Ostreva,MAT-20079,Patient Information Leaflet,Pharmaceuticals,Rivermill Site
2024,Glucovex,Glucovex,MAT-20103,Enteric Coating Blend,Specialty Care,Solaris Park Site
2025,Ostreva,Ostreva,MAT-20083,Fermentation Batch Service,Specialty Care,Eastgate Site
2025,Dermafyx,Dermafyx,MAT-20085,Aseptic Fill & Finish Service,Consumer Healthcare,Northfield Site
2024,Xantivo,Xantivo,MAT-20089,Inbound Ocean Freight - Container,Vaccines,Eastgate Site
2024,Vezanta,Vezanta,MAT-20140,Freeze-dried Vaccine Vial,Pharmaceuticals,Kingsley Site
2026,Renovex,Renovex,MAT-20103,Enteric Coating Blend,Pharmaceuticals,Clearwater Site
2024,Wintrelis,Wintrelis,MAT-20002,Synthetic Peptide Concentrate,Vaccines,Clearwater Site
2025,Lumivax,Lumivax,MAT-20084,Custom Synthesis Batch,Pharmaceuticals,Bridgeholm Site
2026,Dermafyx,Dermafyx,MAT-20011,HDPE Bottle 100ml,Consumer Healthcare,Meadowbrook Site
2025,Florivex,Florivex,MAT-20134,Synthetic Peptide Concentrate,Consumer Healthcare,Eastgate Site
2026,Wintrelis,Wintrelis,MAT-20016,Stretch Pallet Wrap,Vaccines,Meadowbrook Site
2025,Hemazol,Hemazol,MAT-20111,Corrugated Shipping Box,Consumer Healthcare,Ashford Site
2025,Ostreva,Ostreva,MAT-20007,Water for Injection,Pharmaceuticals,Rivermill Site
2026,Wintrelis,Wintrelis,MAT-20052,Aseptic Fill & Finish Service,Specialty Care,Rivermill Site
2025,Lumivax,Lumivax,MAT-20013,Patient Information Leaflet,Pharmaceuticals,Kingsley Site
2025,Torvexa,Torvexa,MAT-20002,Synthetic Peptide Concentrate,Consumer Healthcare,Ashford Site
2024,Mendovia,Mendovia,MAT-20093,Filling Line Spare Parts,Pharmaceuticals,Solaris Park Site
2024,Pulmatrix,Pulmatrix,MAT-20129,Pipette Tips (case),Consumer Healthcare,Eastgate Site
2025,Kaldrin,Kaldrin,MAT-20058,Cold Storage - Warehouse Pallet Slot,Pharmaceuticals,Bridgeholm Site
2025,Florivex,Florivex,MAT-20054,Inbound Road Freight - Pallet,Pharmaceuticals,Northfield Site
2024,Vezanta,Vezanta,MAT-20012,Folding Carton,Specialty Care,Fenwick Site
2025,Ulvatrix,Ulvatrix,MAT-20066,Ibuprofen API,Vaccines,Northfield Site
2024,Vezanta,Vezanta,MAT-20118,Aseptic Fill & Finish Service,Specialty Care,Clearwater Site
2025,Xantivo,Xantivo,MAT-20008,Glass Vial 2ml,Specialty Care,Kingsley Site
2024,Florivex,Florivex,MAT-20134,Synthetic Peptide Concentrate,Consumer Healthcare,Solaris Park Site
2026,Hemazol,Hemazol,MAT-20056,Inbound Ocean Freight - Container,Pharmaceuticals,Kingsley Site
2024,Immunara,Immunara,MAT-20138,Isopropyl Alcohol,Vaccines,Kingsley Site
2024,Wintrelis,Wintrelis,MAT-20100,Recombinant Protein Concentrate,Consumer Healthcare,Eastgate Site
2026,Immunara,Immunara,MAT-20045,Corrugated Shipping Box,Vaccines,Meadowbrook Site
2025,Advelra,Advelra,MAT-20146,Pressure-sensitive Label,Vaccines,Bridgeholm Site
2024,Yenzura,Yenzura,MAT-20016,Stretch Pallet Wrap,Specialty Care,Solaris Park Site
2025,Glucovex,Glucovex,MAT-20069,Microcrystalline Cellulose,Vaccines,Solaris Park Site
2024,Immunara,Immunara,MAT-20140,Freeze-dried Vaccine Vial,Consumer Healthcare,Rivermill Site
2026,Yenzura,Yenzura,MAT-20018,Custom Synthesis Batch,Specialty Care,Kingsley Site
2026,Immunara,Immunara,MAT-20138,Isopropyl Alcohol,Specialty Care,Fenwick Site
2024,Kaldrin,Kaldrin,MAT-20076,Prefilled Syringe 1ml,Vaccines,Bridgeholm Site
2025,Florivex,Florivex,MAT-20134,Synthetic Peptide Concentrate,Vaccines,Bridgeholm Site
2025,Lumivax,Lumivax,MAT-20084,Custom Synthesis Batch,Specialty Care,Meadowbrook Site
2025,Glucovex,Glucovex,MAT-20038,Methylparaben,Consumer Healthcare,Eastgate Site
2026,Zolvarin,Zolvarin,MAT-20139,Water for Injection,Consumer Healthcare,Ashford Site
2024,Vezanta,Vezanta,MAT-20118,Aseptic Fill & Finish Service,Specialty Care,Kingsley Site
2025,Ostreva,Ostreva,MAT-20010,Prefilled Syringe 1ml,Vaccines,Fenwick Site
2024,Ulvatrix,Ulvatrix,MAT-20011,HDPE Bottle 100ml,Specialty Care,Fenwick Site
2025,Brenzolix,Brenzolix,MAT-20029,Lab Reagent Kit,Pharmaceuticals,Bridgeholm Site
2024,Renovex,Renovex,MAT-20045,Corrugated Shipping Box,Pharmaceuticals,Kingsley Site
2025,Torvexa,Torvexa,MAT-20012,Folding Carton,Vaccines,Bridgeholm Site
2025,Renovex,Renovex,MAT-20103,Enteric Coating Blend,Consumer Healthcare,Meadowbrook Site
2026,Yenzura,Yenzura,MAT-20018,Custom Synthesis Batch,Specialty Care,Bridgeholm Site
2025,Ostreva,Ostreva,MAT-20126,Filling Line Spare Parts,Consumer Healthcare,Ashford Site
2025,Advelra,Advelra,MAT-20145,Patient Information Leaflet,Specialty Care,Northfield Site
2026,Ostreva,Ostreva,MAT-20083,Fermentation Batch Service,Pharmaceuticals,Meadowbrook Site
2025,Ulvatrix,Ulvatrix,MAT-20088,Inbound Air Freight - Temperature Controlled,Pharmaceuticals,Northfield Site
2024,Zolvarin,Zolvarin,MAT-20044,HDPE Bottle 250ml,Specialty Care,Rivermill Site
2025,Lumivax,Lumivax,MAT-20114,Reusable Shipping Tote,Consumer Healthcare,Clearwater Site
2026,Ostreva,Ostreva,MAT-20010,Prefilled Syringe 1ml,Pharmaceuticals,Fenwick Site
2026,Calmera,Calmera,MAT-20054,Inbound Road Freight - Pallet,Specialty Care,Northfield Site
